Desc	Family	JU1373	NIC58	PX356	PX439	PX506	CLATE	CBRIG	CELEG	CINOP	CNIGO	CSINI
null	OG0000451	5	4	2	2	3	2	5	2	1	8	4
null	OG0000452	21	23	0	0	0	0	0	0	0	0	0
null	OG0000453	1	2	2	3	2	3	2	4	0	4	7
null	OG0000454	1	2	3	3	4	2	3	9	4	3	3
null	OG0000455	2	2	3	2	2	3	2	1	0	7	9
null	OG0000456	2	2	5	4	3	4	4	4	4	4	1
null	OG0000457	1	1	3	8	3	3	3	2	2	4	3
null	OG0000458	2	2	6	5	3	2	2	3	2	2	5
null	OG0000459	1	1	2	2	2	2	2	1	22	2	1
null	OG0000460	0	1	3	7	4	10	2	0	0	12	0
null	OG0000461	0	0	6	14	6	10	0	0	0	0	0
null	OG0000462	0	0	9	6	16	0	0	0	0	0	0
null	OG0000463	0	0	0	0	0	0	0	0	0	0	44
null	OG0000464	6	5	4	5	5	4	0	1	0	1	7
null	OG0000465	5	7	5	3	2	2	0	0	0	9	5
null	OG0000466	3	2	5	10	3	7	2	0	0	2	0
null	OG0000467	3	3	4	4	2	3	3	3	5	3	2
null	OG0000468	1	1	7	7	6	6	3	0	0	4	1
null	OG0000469	2	2	1	2	0	1	0	0	23	1	1
null	OG0000470	5	4	4	5	4	2	0	0	0	0	6
null	OG0000471	3	3	5	6	3	4	2	1	1	4	3
null	OG0000472	1	1	3	2	2	2	1	3	22	1	1
null	OG0000473	1	1	2	1	0	1	4	0	3	11	4
null	OG0000474	10	12	1	2	1	1	1	0	1	5	6
null	OG0000475	0	0	8	9	9	4	1	0	1	6	0
null	OG0000476	0	0	7	7	6	7	1	0	0	1	2
null	OG0000477	16	19	0	0	0	0	0	0	1	0	0
null	OG0000478	3	3	3	3	3	3	5	5	2	2	4
null	OG0000479	2	2	3	3	4	3	4	5	0	8	4
null	OG0000480	4	5	1	1	4	1	3	8	2	1	5
null	OG0000481	1	2	4	3	3	3	2	7	1	3	4
null	OG0000482	5	6	2	2	2	2	4	3	5	4	2
null	OG0000483	3	3	4	2	5	4	2	6	0	1	4
null	OG0000484	1	1	2	2	2	0	11	2	0	6	12
null	OG0000485	3	3	2	2	3	4	2	6	1	5	1
null	OG0000486	5	4	3	3	3	3	4	3	1	3	3
null	OG0000487	1	1	4	4	4	2	6	2	2	9	1
null	OG0000488	1	1	7	5	8	3	0	3	0	0	1
null	OG0000489	5	5	3	3	3	3	1	4	0	4	4
null	OG0000490	4	4	4	2	3	2	5	0	0	6	6
null	OG0000491	1	1	7	5	7	2	4	0	0	4	0
null	OG0000492	2	4	1	4	3	5	2	2	0	3	5
null	OG0000493	6	5	2	2	2	3	2	3	0	2	8
null	OG0000494	5	5	3	3	4	2	2	3	1	2	2
null	OG0000495	3	4	0	4	3	3	4	4	2	3	5
null	OG0000496	3	4	4	2	3	3	4	4	0	3	6
null	OG0000497	1	1	2	2	2	0	2	23	0	1	3
null	OG0000498	3	3	3	3	3	5	4	4	0	5	3
null	OG0000499	1	1	2	2	2	2	7	3	4	8	5
null	OG0000500	2	2	4	3	3	4	4	3	4	3	3
null	OG0000501	1	1	3	5	6	4	4	0	0	4	7
null	OG0000502	1	0	5	12	0	1	0	0	0	6	6
null	OG0000503	4	4	4	3	4	4	4	1	0	6	0
null	OG0000504	0	0	5	4	3	4	4	0	0	7	7
null	OG0000505	0	0	2	2	13	1	0	0	0	0	4
null	OG0000506	0	0	1	0	0	0	0	0	29	3	3
null	OG0000507	0	0	0	0	0	0	3	0	0	26	13
null	OG0000508	0	0	0	0	0	0	0	0	42	0	0
null	OG0000509	3	3	3	3	3	3	3	3	3	3	3
null	OG0000510	3	3	3	3	3	3	2	2	6	2	2
null	OG0000511	4	5	2	2	3	1	3	1	1	4	4
null	OG0000512	3	3	3	3	3	3	4	5	0	6	3
null	OG0000513	1	2	3	4	4	2	4	3	3	4	4
null	OG0000514	3	2	0	0	0	0	2	0	0	7	24
null	OG0000515	4	2	5	3	4	4	2	6	0	0	6
null	OG0000516	1	1	5	8	10	1	1	3	1	1	0
null	OG0000517	0	0	8	6	14	2	0	0	0	0	0
null	OG0000518	0	0	9	9	8	5	0	0	0	0	0
null	OG0000519	0	0	6	3	3	3	1	1	2	4	5
null	OG0000520	0	0	9	6	8	6	1	0	0	1	4
null	OG0000521	0	0	6	5	6	5	5	4	0	4	0
null	OG0000522	0	0	6	6	7	4	1	1	0	5	0
null	OG0000523	0	0	0	0	0	0	5	0	0	31	5
null	OG0000524	3	3	5	3	3	3	3	3	2	3	4
null	OG0000525	20	20	0	0	0	0	0	0	0	0	0
null	OG0000526	20	20	0	0	0	0	0	0	0	0	0
null	OG0000527	2	2	4	4	4	0	5	1	1	6	4
null	OG0000528	1	1	1	1	0	2	0	0	18	6	2
null	OG0000529	2	2	1	3	6	0	2	0	0	2	3
null	OG0000530	24	15	0	0	0	0	1	0	0	0	0
null	OG0000531	2	2	3	3	4	2	4	3	0	5	6
null	OG0000532	2	2	3	2	3	4	3	3	2	3	4
null	OG0000533	1	1	6	2	6	3	2	1	1	1	4
null	OG0000534	2	1	4	5	4	4	2	3	1	2	2
null	OG0000535	0	0	0	0	0	0	0	0	0	0	40
null	OG0000536	3	3	3	3	3	3	5	1	0	4	4
null	OG0000537	2	2	0	0	0	0	1	2	26	0	2
null	OG0000538	2	4	2	2	2	2	3	3	0	5	7
null	OG0000539	1	1	4	4	2	3	3	0	0	7	5
null	OG0000540	3	4	2	2	2	3	3	4	2	3	3
null	OG0000541	1	1	3	3	3	4	4	5	0	4	3
null	OG0000542	1	1	7	5	6	4	0	3	1	2	2
null	OG0000543	3	4	9	4	0	1	0	0	2	6	4
null	OG0000544	1	2	3	4	4	3	5	4	1	4	4
null	OG0000545	2	3	4	4	3	4	0	0	0	6	5
null	OG0000546	3	3	2	3	3	3	3	3	2	2	4
null	OG0000547	1	1	3	3	3	3	2	2	1	2	9
null	OG0000548	1	1	2	4	4	4	3	2	0	5	5
null	OG0000549	3	3	3	2	3	3	3	4	1	3	3
null	OG0000550	2	1	5	4	7	4	6	2	0	4	0
null	OG0000551	3	3	2	2	2	2	3	4	1	2	5
null	OG0000552	3	3	3	3	3	3	3	3	3	3	3
null	OG0000553	3	3	3	3	3	3	3	4	3	3	2
null	OG0000554	14	15	0	0	0	0	0	0	0	0	0
null	OG0000555	2	2	3	3	3	2	3	1	0	6	5
null	OG0000556	2	2	4	3	3	3	3	1	0	2	7
null	OG0000557	1	2	1	1	2	1	5	5	0	4	9
null	OG0000558	3	2	4	2	2	2	3	3	2	3	3
null	OG0000559	2	3	4	3	4	2	0	0	0	0	12
null	OG0000560	2	3	2	1	0	4	5	3	1	4	5
null	OG0000561	1	1	1	1	1	1	15	2	7	5	1
null	OG0000562	2	2	4	4	4	5	3	2	2	3	3
null	OG0000563	1	0	0	3	6	6	0	2	0	4	6
null	OG0000564	2	2	4	3	3	2	3	3	1	4	5
null	OG0000565	0	0	8	9	3	2	0	0	0	0	6
null	OG0000566	0	0	0	0	0	0	1	0	37	1	0
null	OG0000567	0	0	0	0	0	0	0	0	0	1	38
null	OG0000568	11	11	2	3	1	0	5	0	3	0	0
null	OG0000569	3	3	2	1	2	1	5	6	0	3	8
null	OG0000570	1	3	3	3	2	2	2	2	2	4	2
null	OG0000571	2	1	2	2	3	1	4	7	0	4	5
null	OG0000572	2	3	3	4	3	2	3	4	2	3	4
null	OG0000573	2	2	2	3	2	2	1	0	0	2	12
null	OG0000574	3	3	3	1	1	2	4	4	1	3	4
null	OG0000575	3	3	4	3	3	2	3	2	1	5	3
null	OG0000576	3	3	3	3	3	3	1	2	1	1	7
null	OG0000577	1	3	2	2	3	4	3	4	2	4	5
null	OG0000578	1	1	3	1	4	3	1	2	11	1	1
null	OG0000579	2	2	5	5	5	5	1	0	0	1	1
null	OG0000580	0	0	5	2	4	4	2	7	0	2	4
null	OG0000581	0	0	7	6	2	7	0	0	0	0	0
null	OG0000582	0	0	4	13	7	6	0	1	0	2	0
null	OG0000583	0	0	5	4	8	4	3	0	0	6	1
null	OG0000584	0	0	5	4	25	0	0	0	0	0	2
null	OG0000585	0	0	6	3	2	1	1	0	5	3	6
null	OG0000586	0	0	12	6	9	3	2	0	0	2	1
null	OG0000587	0	0	3	4	12	1	0	0	0	0	0
null	OG0000588	0	0	0	0	0	0	0	0	37	0	0
null	OG0000589	0	0	0	0	0	0	3	0	0	31	4
null	OG0000590	3	3	2	3	4	4	1	1	0	1	7
null	OG0000591	1	1	2	2	2	3	0	0	1	0	0
null	OG0000592	4	2	4	0	5	1	2	0	0	1	2
null	OG0000593	4	1	3	3	6	0	0	0	12	0	3
null	OG0000594	2	2	3	3	3	3	4	2	1	4	6
null	OG0000595	2	3	3	2	4	3	3	2	1	2	3
null	OG0000596	3	6	3	2	2	2	2	3	0	2	3
null	OG0000597	3	3	4	3	5	5	1	3	2	1	0
null	OG0000598	4	4	3	3	3	3	2	3	2	2	3
null	OG0000599	2	2	5	5	5	2	2	1	1	2	4
null	OG0000600	1	1	5	5	5	5	1	3	3	1	0
null	OG0000601	3	3	4	3	1	4	3	4	2	3	3
null	OG0000602	2	2	3	1	2	2	4	0	0	6	8
null	OG0000603	2	2	3	1	4	1	2	0	0	2	9
null	OG0000604	1	1	5	3	3	3	1	3	1	1	6
null	OG0000605	1	1	2	4	5	2	2	0	0	3	5
null	OG0000606	3	3	3	3	3	4	4	3	2	3	0
null	OG0000607	2	2	4	3	4	4	1	0	0	1	6
null	OG0000608	1	1	5	3	7	5	1	3	1	1	1
null	OG0000609	2	2	2	3	5	2	2	5	0	2	5
null	OG0000610	2	4	3	1	3	1	2	5	0	2	7
null	OG0000611	2	2	3	3	3	2	3	6	3	3	3
null	OG0000612	2	2	4	3	5	2	2	1	2	1	7
null	OG0000613	0	0	1	1	3	1	0	27	1	0	1
null	OG0000614	0	0	7	12	7	6	0	0	0	0	0
null	OG0000615	0	0	4	5	8	0	2	1	0	2	5
null	OG0000616	0	0	1	0	0	0	0	0	32	3	0
null	OG0000617	0	0	8	8	7	8	0	0	0	0	0
null	OG0000618	0	0	3	7	6	3	1	0	0	9	3
null	OG0000619	0	0	0	0	0	0	0	2	33	0	0
null	OG0000620	0	0	0	0	0	0	1	0	0	26	10
null	OG0000621	0	0	0	0	0	0	0	1	1	4	0
null	OG0000622	0	0	0	0	0	0	0	0	0	8	29
null	OG0000623	0	0	0	0	0	0	0	0	0	0	37
null	OG0000624	1	1	1	1	2	1	1	0	0	2	12
null	OG0000625	8	8	2	2	2	3	1	2	2	0	1
null	OG0000626	2	2	6	2	5	4	1	0	1	1	1
null	OG0000627	3	3	4	3	4	5	1	3	0	2	3
null	OG0000628	1	1	4	4	4	4	1	6	1	1	1
null	OG0000629	3	3	3	2	2	3	2	1	1	3	3
null	OG0000630	3	4	3	2	3	2	1	2	7	1	4
null	OG0000631	2	2	2	3	3	2	4	3	1	4	4
null	OG0000632	3	3	1	3	2	3	3	1	1	3	5
null	OG0000633	2	2	3	3	3	3	3	5	2	3	3
null	OG0000634	5	5	2	3	2	3	2	2	1	2	3
null	OG0000635	1	1	4	4	8	8	1	2	1	1	1
null	OG0000636	1	1	3	3	3	2	2	1	0	6	9
null	OG0000637	2	4	3	0	2	1	2	0	0	1	10
null	OG0000638	10	9	1	1	1	1	1	1	1	7	1
null	OG0000639	2	2	1	2	1	2	3	10	3	2	3
null	OG0000640	11	12	1	2	2	0	0	0	0	0	7
null	OG0000641	1	1	5	4	4	3	2	2	1	1	3
null	OG0000642	1	1	4	7	3	3	1	1	1	1	2
null	OG0000643	2	2	3	4	4	2	2	2	1	2	4
null	OG0000644	1	1	4	4	4	4	1	0	1	3	2
null	OG0000645	0	2	0	0	0	0	1	2	0	18	7
null	OG0000646	0	0	6	8	7	6	0	0	0	0	1
null	OG0000647	0	0	9	4	5	7	0	0	0	0	0
null	OG0000648	0	0	6	7	7	8	0	1	0	0	0
null	OG0000649	0	0	7	5	6	3	3	1	0	4	1
null	OG0000650	0	0	4	3	4	4	2	0	0	11	4
null	OG0000651	0	0	8	6	8	6	0	0	0	0	0
null	OG0000652	0	0	0	0	0	0	0	0	0	0	0
null	OG0000653	0	0	0	0	0	0	1	0	0	35	0
null	OG0000654	0	0	0	0	0	0	0	36	0	0	0
null	OG0000655	2	2	2	2	2	3	2	3	1	2	3
null	OG0000656	1	1	4	5	4	2	0	1	0	2	1
null	OG0000657	2	1	6	4	8	3	2	0	1	0	3
null	OG0000658	1	1	0	0	0	0	0	32	1	0	0
null	OG0000659	2	2	3	2	3	1	3	3	2	4	4
null	OG0000660	2	2	4	5	5	4	1	0	0	1	3
null	OG0000661	5	5	2	2	2	2	2	2	0	2	5
null	OG0000662	2	2	3	3	3	3	5	1	0	4	3
null	OG0000663	3	3	0	2	1	2	0	4	11	1	3
null	OG0000664	2	3	1	2	2	1	3	4	4	7	2
null	OG0000665	3	3	4	1	5	2	3	1	1	3	3
null	OG0000666	2	2	4	0	5	7	2	3	1	2	2
null	OG0000667	5	5	3	2	2	1	3	4	0	3	4
null	OG0000668	1	1	4	3	6	3	2	1	1	4	2
null	OG0000669	6	5	7	4	4	2	1	0	0	1	1
null	OG0000670	3	4	4	1	3	2	1	1	1	0	6
null	OG0000671	1	2	5	2	2	4	2	3	2	3	2
null	OG0000672	3	4	2	1	3	2	2	3	3	1	3
null	OG0000673	1	1	3	2	3	1	4	2	6	4	2
null	OG0000674	3	3	3	2	2	0	3	6	1	3	4
null	OG0000675	3	3	2	2	2	1	2	0	0	3	6
null	OG0000676	2	1	2	5	3	6	3	1	1	2	3
null	OG0000677	1	1	2	1	3	2	2	1	0	13	5
null	OG0000678	1	1	7	4	12	0	0	0	0	2	3
null	OG0000679	1	1	6	4	6	2	1	2	1	1	3
null	OG0000680	0	1	4	6	5	3	2	1	2	2	1
null	OG0000681	0	0	7	6	8	7	0	0	0	0	0
null	OG0000682	0	0	12	6	2	7	0	0	0	0	0
null	OG0000683	0	0	10	12	4	0	0	1	0	0	0
null	OG0000684	0	0	3	3	3	2	3	0	0	4	11
null	OG0000685	0	0	6	3	9	3	0	0	0	0	0
null	OG0000686	0	0	7	8	6	5	0	3	0	0	0
null	OG0000687	0	0	2	4	4	3	1	0	0	2	10
null	OG0000688	0	0	4	8	5	2	0	0	0	2	5
null	OG0000689	0	0	4	0	14	3	0	0	0	0	0
null	OG0000690	0	0	1	1	4	0	2	2	9	0	2
null	OG0000691	0	0	0	0	0	0	0	0	35	0	0
null	OG0000692	0	0	0	0	0	0	0	0	0	0	35
null	OG0000693	4	2	5	2	1	4	2	4	0	4	1
null	OG0000694	2	2	3	6	4	2	2	2	2	2	2
null	OG0000695	2	1	3	3	3	3	3	2	3	2	3
null	OG0000696	2	2	3	3	3	4	2	2	0	3	4
null	OG0000697	3	3	4	3	4	1	2	2	0	2	2
null	OG0000698	3	1	2	4	8	6	0	0	0	0	1
null	OG0000699	1	1	3	3	3	3	5	0	0	5	5
null	OG0000700	3	3	3	3	3	2	3	3	1	3	2
null	OG0000701	3	3	2	2	3	2	3	2	2	3	3
null	OG0000702	3	3	3	1	3	2	3	5	2	1	3
null	OG0000703	2	2	3	4	2	3	2	2	2	3	3
null	OG0000704	2	2	2	2	2	2	3	2	1	4	4
null	OG0000705	6	4	2	1	2	2	0	0	0	0	3
null	OG0000706	3	3	2	1	2	1	0	3	0	0	8
null	OG0000707	1	1	19	7	1	1	0	0	0	2	2
null	OG0000708	1	1	4	3	4	5	0	1	0	0	8
null	OG0000709	1	1	3	4	4	3	2	2	4	2	3
null	OG0000710	1	2	4	3	5	2	0	2	0	0	4
null	OG0000711	3	3	2	3	2	2	2	2	2	3	3
null	OG0000712	2	2	2	1	2	2	2	3	0	3	6
null	OG0000713	1	1	5	3	3	3	2	2	3	2	2
null	OG0000714	2	2	2	2	2	2	3	4	1	3	4
null	OG0000715	3	3	3	2	2	2	4	4	1	3	4
null	OG0000716	2	2	3	2	2	4	5	0	1	2	3
null	OG0000717	2	2	2	2	1	1	4	0	1	5	9
null	OG0000718	0	0	5	6	5	4	2	0	0	2	4
null	OG0000719	0	0	5	8	8	6	0	1	0	0	1
null	OG0000720	0	0	6	11	4	1	0	0	0	1	3
null	OG0000721	0	0	6	8	4	6	0	0	0	0	0
null	OG0000722	0	0	7	6	7	4	0	0	0	0	1
null	OG0000723	0	0	3	1	1	1	3	0	0	12	11
null	OG0000724	0	0	16	2	4	4	0	0	0	0	2
null	OG0000725	0	0	0	0	0	0	0	0	34	0	0
null	OG0000726	0	0	0	0	0	0	0	0	0	0	34
null	OG0000727	0	0	0	0	0	0	0	0	0	0	34
null	OG0000728	2	2	2	2	2	2	6	1	0	2	4
null	OG0000729	1	1	5	3	5	2	1	4	2	2	1
null	OG0000730	2	3	1	2	3	3	6	6	0	3	0
null	OG0000731	3	3	2	1	3	2	3	2	4	2	2
null	OG0000732	3	3	2	2	2	2	4	2	0	4	3
null	OG0000733	15	17	0	0	0	1	0	0	0	0	0
null	OG0000734	2	2	3	2	2	2	4	4	0	2	3
null	OG0000735	4	4	3	2	3	1	1	1	2	1	4
null	OG0000736	2	2	3	2	4	3	4	2	0	3	1
null	OG0000737	2	2	2	2	3	2	2	4	1	2	3
null	OG0000738	3	3	3	2	1	3	3	1	1	4	4
null	OG0000739	2	2	2	1	2	1	3	8	2	4	2
null	OG0000740	1	1	4	2	3	1	3	2	1	5	3
null	OG0000741	2	2	2	2	3	3	2	2	2	2	1
null	OG0000742	2	2	4	3	3	3	2	1	4	2	2
null	OG0000743	2	2	3	2	3	3	2	2	3	2	3
null	OG0000744	2	2	3	3	2	4	3	1	2	2	3
null	OG0000745	1	1	3	0	3	2	5	2	2	7	1
null	OG0000746	2	2	5	3	2	2	2	1	1	2	2
null	OG0000747	3	3	2	2	2	2	3	2	2	6	1
null	OG0000748	4	4	3	0	3	3	2	0	2	2	3
null	OG0000749	3	3	2	1	2	2	3	2	3	3	4
null	OG0000750	2	1	3	1	4	2	3	3	1	5	1
null	OG0000751	4	4	4	2	1	1	4	1	2	3	2
null	OG0000752	1	1	2	0	1	0	2	12	3	1	5
null	OG0000753	2	2	3	3	3	2	3	3	0	2	3
null	OG0000754	1	1	4	1	0	2	2	1	2	1	5
null	OG0000755	1	1	2	3	3	1	2	5	2	3	5
null	OG0000756	1	1	6	5	6	2	1	1	1	1	1
null	OG0000757	1	1	1	7	11	1	1	1	1	1	3
null	OG0000758	0	0	3	3	4	2	2	3	4	5	2
null	OG0000759	0	0	4	2	10	6	0	0	0	0	0
null	OG0000760	0	0	8	8	6	2	0	0	0	0	0
null	OG0000761	0	0	5	2	7	3	1	0	0	3	3
null	OG0000762	0	0	0	0	0	0	2	27	0	2	1
null	OG0000763	0	0	0	0	0	0	0	0	0	0	33
null	OG0000764	0	0	0	0	0	0	0	0	0	0	33
null	OG0000765	2	1	2	2	2	4	2	2	1	5	1
null	OG0000766	4	4	1	1	1	3	1	2	0	9	5
null	OG0000767	1	1	1	1	1	1	5	2	1	6	8
null	OG0000768	2	1	2	6	4	8	0	0	0	2	3
null	OG0000769	2	2	2	2	2	2	2	0	1	2	9
null	OG0000770	5	4	2	2	2	1	1	1	1	2	1
null	OG0000771	2	1	1	1	1	1	1	1	18	1	1
null	OG0000772	14	11	0	1	0	0	0	1	0	0	2
null	OG0000773	4	4	1	1	1	1	5	3	5	3	0
null	OG0000774	2	2	1	1	1	2	7	2	2	8	2
null	OG0000775	2	2	1	1	1	1	5	7	0	4	3
null	OG0000776	1	1	2	3	3	1	1	4	1	1	11
null	OG0000777	1	1	4	1	2	1	5	7	1	2	2
null	OG0000778	3	3	3	3	3	2	1	4	0	2	4
null	OG0000779	2	2	2	2	2	2	2	4	3	2	5
null	OG0000780	3	4	3	2	2	2	3	2	1	2	2
null	OG0000781	2	2	3	4	3	3	2	3	0	2	2
null	OG0000782	2	3	3	2	2	3	2	2	0	2	1
null	OG0000783	1	1	2	2	3	2	3	3	0	5	4
null	OG0000784	3	2	2	3	2	2	4	0	0	5	2
null	OG0000785	3	6	5	2	4	6	0	2	0	0	0
null	OG0000786	2	3	3	2	2	1	3	5	1	4	2
null	OG0000787	2	2	4	4	4	2	2	1	1	2	3
null	OG0000788	2	2	3	3	3	3	2	2	1	2	2
null	OG0000789	2	2	3	2	2	3	2	2	2	5	3
null	OG0000790	3	2	1	1	1	1	5	5	0	12	0
null	OG0000791	2	2	2	3	2	5	3	1	2	1	3
null	OG0000792	2	2	3	3	3	2	2	3	3	2	2
null	OG0000793	1	1	5	4	6	6	1	1	0	1	1
null	OG0000794	2	1	4	4	3	3	1	0	1	2	4
null	OG0000795	1	1	3	4	5	4	2	3	1	1	2
null	OG0000796	2	2	2	2	2	2	4	4	1	4	3
null	OG0000797	1	1	2	8	4	3	0	0	6	1	2
null	OG0000798	1	1	3	3	2	7	3	2	0	2	4
null	OG0000799	2	2	2	0	4	1	4	4	1	2	2
null	OG0000800	1	1	1	1	2	1	2	4	5	2	4
null	OG0000801	2	1	3	2	2	2	2	2	3	2	2
null	OG0000802	2	3	2	1	3	0	3	3	1	2	3
null	OG0000803	1	1	1	3	4	2	1	2	6	2	1
null	OG0000804	1	1	2	3	3	2	2	8	0	2	2
null	OG0000805	0	1	2	9	3	2	2	0	3	5	2
null	OG0000806	0	0	5	7	5	4	0	0	0	0	5
null	OG0000807	0	0	1	6	0	3	1	0	4	3	4
null	OG0000808	0	0	7	8	7	5	0	0	0	0	0
null	OG0000809	0	0	6	6	5	9	0	0	0	0	0
null	OG0000810	0	0	5	6	10	2	1	1	1	0	0
null	OG0000811	0	0	1	1	1	2	7	0	0	6	11
null	OG0000812	0	0	3	5	4	7	0	0	0	0	7
null	OG0000813	0	0	0	0	0	0	0	0	0	0	0
null	OG0000814	0	0	0	0	0	0	0	0	0	0	0
null	OG0000815	0	0	0	0	0	0	0	0	0	31	1
null	OG0000816	0	0	0	0	0	0	0	0	0	0	32
null	OG0000817	0	0	0	0	0	0	0	0	0	0	32
null	OG0000818	0	0	0	0	0	0	0	0	0	0	32
null	OG0000819	0	0	0	0	0	0	0	0	0	0	32
null	OG0000820	3	5	3	2	3	6	0	1	0	0	1
null	OG0000821	2	1	3	2	2	2	1	0	5	1	3
null	OG0000822	2	2	2	1	2	2	4	3	2	2	3
null	OG0000823	2	2	3	4	3	2	2	3	1	1	2
null	OG0000824	2	2	2	2	2	2	2	5	0	3	1
null	OG0000825	1	1	2	2	3	3	0	1	0	0	2
null	OG0000826	2	2	2	2	2	2	3	2	5	2	4
null	OG0000827	2	3	2	0	3	1	2	5	0	2	3
null	OG0000828	1	1	1	0	1	2	3	8	0	3	5
null	OG0000829	3	3	2	2	3	1	2	3	0	2	3
null	OG0000830	1	1	3	2	3	2	2	4	1	2	5
null	OG0000831	3	3	2	2	3	2	2	5	0	2	3
null	OG0000832	3	5	0	0	1	0	5	5	0	3	5
null	OG0000833	2	2	2	2	2	2	3	3	1	3	3
null	OG0000834	5	2	1	1	1	1	2	2	9	2	2
null	OG0000835	1	1	3	4	3	3	2	1	1	4	2
null	OG0000836	1	1	2	2	2	3	4	0	4	4	0
null	OG0000837	2	2	1	1	4	2	3	1	1	3	5
null	OG0000838	2	2	2	2	2	3	2	2	3	3	3
null	OG0000839	3	4	1	4	2	5	1	1	1	2	2
null	OG0000840	1	1	4	2	4	2	2	1	1	2	2
null	OG0000841	7	7	0	1	1	1	0	1	0	1	0
null	OG0000842	1	2	1	3	2	2	4	2	4	3	2
null	OG0000843	6	5	1	0	6	0	0	1	0	0	3
null	OG0000844	3	3	3	2	2	3	4	0	0	4	1
null	OG0000845	1	2	2	1	3	3	0	4	5	0	3
null	OG0000846	2	2	2	3	2	2	3	2	1	2	2
null	OG0000847	3	4	3	3	0	2	1	1	1	1	2
null	OG0000848	1	1	5	3	5	4	1	0	0	1	1
null	OG0000849	1	1	2	2	2	1	4	3	1	4	3
null	OG0000850	1	1	3	1	1	1	2	1	1	2	12
null	OG0000851	2	3	1	1	1	1	4	1	3	5	5
null	OG0000852	2	2	4	2	3	4	2	2	2	2	2
null	OG0000853	3	2	3	0	4	0	4	3	1	3	2
null	OG0000854	1	1	2	4	3	4	2	3	1	2	1
null	OG0000855	2	2	3	3	5	2	1	1	1	1	4
null	OG0000856	1	1	3	5	4	3	1	0	0	2	5
null	OG0000857	1	1	3	4	4	0	0	1	2	0	3
null	OG0000858	1	1	2	2	1	2	1	1	1	2	2
null	OG0000859	2	2	3	2	3	3	2	4	2	2	0
null	OG0000860	0	1	0	0	0	0	0	0	0	3	5
null	OG0000861	0	1	2	2	3	3	2	2	2	5	2
null	OG0000862	0	0	7	5	5	4	0	0	0	0	5
null	OG0000863	0	0	2	1	2	1	2	0	1	1	18
null	OG0000864	0	0	7	4	10	1	0	0	0	1	2
null	OG0000865	0	0	4	3	4	2	2	1	1	2	2
null	OG0000866	0	0	1	1	1	0	0	0	0	0	28
null	OG0000867	0	0	2	1	3	1	2	1	1	14	1
null	OG0000868	0	0	4	4	5	2	0	0	0	0	10
null	OG0000869	0	0	0	8	0	1	0	0	11	1	2
null	OG0000870	0	0	0	0	23	0	0	0	0	0	0
null	OG0000871	0	0	0	0	0	0	0	0	31	0	0
null	OG0000872	0	0	0	0	0	0	0	0	31	0	0
null	OG0000873	0	0	0	0	0	0	0	0	0	0	31
null	OG0000874	0	0	0	0	0	0	0	0	0	0	31
null	OG0000875	14	16	0	0	0	0	0	0	0	0	0
null	OG0000876	3	3	2	3	2	2	2	4	0	2	3
null	OG0000877	2	2	3	2	2	2	4	2	1	1	2
null	OG0000878	2	2	3	4	3	3	2	1	1	2	2
null	OG0000879	2	2	3	4	2	2	2	2	1	2	2
null	OG0000880	2	2	2	1	3	2	2	3	0	3	2
null	OG0000881	2	2	2	2	2	2	2	3	3	2	2
null	OG0000882	3	3	2	3	2	1	2	2	0	3	3
null	OG0000883	2	2	3	2	2	3	2	2	1	2	5
null	OG0000884	2	2	2	2	2	2	2	4	2	3	1
null	OG0000885	2	2	2	2	2	2	3	5	1	2	2
null	OG0000886	3	3	3	1	3	0	3	4	0	3	3
null	OG0000887	3	4	2	1	3	1	3	2	1	3	2
null	OG0000888	6	6	2	1	1	1	1	1	0	1	6
null	OG0000889	3	2	2	2	3	3	3	3	1	3	3
null	OG0000890	3	1	1	1	1	0	1	5	4	1	7
null	OG0000891	3	2	1	1	1	1	1	1	10	2	2
null	OG0000892	2	2	3	2	2	2	2	2	2	2	3
null	OG0000893	2	2	2	2	2	2	3	5	1	2	0
null	OG0000894	3	3	1	3	2	1	2	2	3	5	1
null	OG0000895	1	0	0	0	2	0	5	2	0	1	3
null	OG0000896	1	1	3	5	2	2	1	1	1	5	2
null	OG0000897	2	2	2	2	2	4	2	3	1	2	3
null	OG0000898	1	1	5	3	3	3	1	1	1	1	1
null	OG0000899	2	2	3	3	2	2	2	2	1	2	5
null	OG0000900	2	2	0	0	0	0	1	0	23	2	0
null	OG0000901	2	2	2	2	2	2	2	5	1	3	3
null	OG0000902	2	2	3	4	3	1	2	4	0	2	2
null	OG0000903	1	2	3	3	3	2	4	0	0	3	3
null	OG0000904	2	2	2	2	2	2	1	2	2	2	3
null	OG0000905	2	2	2	4	3	4	2	2	1	1	2
null	OG0000906	1	1	3	4	4	1	1	3	2	2	3
null	OG0000907	1	1	4	4	4	4	0	2	0	0	2
null	OG0000908	2	2	3	3	2	3	2	2	2	2	2
null	OG0000909	2	2	3	3	2	3	2	2	1	2	3
null	OG0000910	2	0	1	13	2	0	1	0	2	1	0
null	OG0000911	3	2	3	1	1	3	2	4	2	2	3
null	OG0000912	2	2	2	3	2	2	3	2	2	3	2
null	OG0000913	1	2	3	2	3	1	2	5	1	3	3
null	OG0000914	2	2	2	2	1	1	2	3	3	2	5
