Desc	Family	PX356	PX439	CLATE	JU1373	NIC58	PX506	CBREN	CBRIG	CELEG	CINOP	CNIGO	CSINI
null	OG0000439	10	6	3	0	0	12	0	0	0	0	0	1
null	OG0000440	9	8	8	0	0	11	0	0	0	0	0	0
null	OG0000441	0	0	0	4	4	2	7	6	4	4	4	9
null	OG0000443	3	2	3	3	3	3	2	8	7	1	2	3
null	OG0000444	1	1	0	2	2	1	5	2	25	0	1	0
null	OG0000445	1	1	4	5	4	2	4	2	12	3	2	2
null	OG0000446	3	7	10	0	1	4	3	2	0	0	12	0
null	OG0000447	7	10	8	0	0	8	0	0	0	0	0	1
null	OG0000448	5	4	4	3	3	4	3	3	5	1	2	3
null	OG0000449	21	8	2	1	1	3	0	0	0	0	4	2
null	OG0000450	5	4	4	2	2	3	3	4	4	4	4	1
null	OG0000451	2	2	2	1	1	2	1	2	1	22	2	1
null	OG0000452	2	1	3	2	3	4	7	3	2	4	3	4
null	OG0000453	3	3	3	3	4	5	5	3	3	1	3	5
null	OG0000454	6	5	3	2	2	4	3	3	3	1	3	3
null	OG0000455	3	2	3	2	2	2	8	2	1	0	7	9
null	OG0000456	7	7	6	1	1	6	1	3	0	0	4	1
null	OG0000457	0	0	1	5	7	1	7	2	2	0	6	8
null	OG0000458	0	0	0	1	1	0	2	3	27	0	2	5
null	OG0000459	3	3	4	1	2	2	5	2	1	0	4	7
null	OG0000460	3	3	2	1	2	4	2	3	9	4	3	3
null	OG0000461	2	2	3	6	5	2	5	2	3	0	2	8
null	OG0000462	1	2	1	10	12	1	2	1	0	1	5	6
null	OG0000463	4	4	2	1	1	4	2	6	3	2	9	1
null	OG0000464	1	1	1	4	5	4	2	3	8	2	1	5
null	OG0000465	4	5	4	6	5	5	0	0	1	0	1	7
null	OG0000466	2	2	2	1	2	3	7	5	1	0	9	6
null	OG0000467	7	10	2	0	0	3	1	0	1	0	3	9
null	OG0000468	1	2	2	13	14	1	2	2	1	1	1	1
null	OG0000469	4	4	3	1	3	3	10	2	2	2	4	2
null	OG0000470	6	4	3	1	1	8	2	0	5	0	0	1
null	OG0000471	6	7	1	2	3	6	2	2	0	0	3	1
null	OG0000472	3	3	3	5	5	3	4	1	4	0	4	4
null	OG0000473	6	5	2	1	1	7	2	4	0	0	5	0
null	OG0000474	6	3	3	0	0	3	7	1	2	1	4	5
null	OG0000475	5	12	1	1	0	0	6	0	0	0	6	6
null	OG0000476	5	4	4	0	0	3	2	4	0	0	7	7
null	OG0000477	8	5	7	3	3	6	0	0	1	1	1	0
null	OG0000478	3	5	3	5	4	5	5	0	0	0	0	6
null	OG0000479	2	2	2	5	6	2	3	4	3	5	4	2
null	OG0000480	2	2	2	4	5	2	6	3	4	1	2	5
null	OG0000481	1	2	0	1	1	18	3	0	0	0	4	5
null	OG0000482	9	0	6	1	1	13	1	0	0	0	0	0
null	OG0000483	3	6	3	1	1	3	4	3	2	2	4	3
null	OG0000484	4	5	4	1	1	3	8	1	0	0	1	9
null	OG0000485	3	3	2	5	5	4	7	2	3	1	2	2
null	OG0000486	2	1	0	1	1	2	3	2	23	0	2	3
null	OG0000487	3	3	3	3	3	3	2	5	5	2	2	4
null	OG0000488	4	11	4	0	0	12	0	1	0	0	0	2
null	OG0000489	2	2	2	1	1	2	2	1	3	22	1	1
null	OG0000490	0	1	3	5	4	1	5	0	1	12	5	4
null	OG0000491	0	0	0	16	19	0	7	0	0	0	0	0
null	OG0000492	0	0	0	3	2	0	4	2	0	0	7	24
null	OG0000493	0	0	0	20	22	0	0	0	0	0	0	0
null	OG0000494	0	0	0	0	0	0	0	3	0	0	26	13
null	OG0000496	3	3	3	1	2	3	6	2	7	1	3	4
null	OG0000497	3	3	3	6	5	2	3	3	2	2	3	3
null	OG0000498	3	2	2	4	4	3	3	5	0	0	6	6
null	OG0000499	8	8	4	0	0	9	0	1	0	1	6	0
null	OG0000500	3	3	3	3	3	3	5	2	2	6	2	2
null	OG0000501	3	3	4	2	2	3	3	4	3	4	3	3
null	OG0000502	2	15	1	0	0	0	4	0	0	0	6	5
null	OG0000503	4	4	3	3	3	2	4	3	3	5	3	2
null	OG0000504	2	3	0	11	11	1	0	8	0	3	0	0
null	OG0000505	5	2	3	3	3	6	1	3	1	2	3	3
null	OG0000506	1	3	0	2	2	6	0	2	0	0	2	3
null	OG0000507	6	5	5	0	0	6	0	5	4	0	4	0
null	OG0000508	6	6	3	0	0	7	0	1	1	0	6	0
null	OG0000509	1	2	1	2	2	0	5	0	0	21	1	1
null	OG0000510	0	4	5	2	4	3	5	2	2	0	3	5
null	OG0000511	0	0	0	20	21	0	0	0	0	0	0	0
null	OG0000512	0	0	0	0	0	0	0	3	0	0	32	6
null	OG0000514	5	4	4	2	1	8	1	6	2	0	4	0
null	OG0000515	3	3	2	2	2	4	2	4	3	0	5	6
null	OG0000516	1	1	1	2	2	2	5	5	5	0	4	9
null	OG0000517	3	3	3	3	3	3	4	3	3	3	3	3
null	OG0000518	3	2	3	3	3	3	2	4	5	0	6	3
null	OG0000519	11	0	2	0	0	9	0	0	0	0	0	0
null	OG0000520	2	2	2	1	1	2	2	7	3	4	6	5
null	OG0000521	3	2	4	2	2	3	3	3	3	2	3	4
null	OG0000522	3	2	2	3	4	3	3	4	4	0	3	6
null	OG0000523	3	2	4	3	3	5	4	1	6	0	1	4
null	OG0000524	1	1	1	4	4	2	4	4	6	3	4	4
null	OG0000525	1	1	2	1	1	0	3	0	0	18	6	2
null	OG0000526	0	0	0	20	20	0	0	0	0	0	0	0
null	OG0000527	0	0	0	0	0	0	1	8	0	0	24	7
null	OG0000528	0	0	0	0	0	0	0	0	1	2	5	0
null	OG0000529	0	0	0	0	0	0	0	0	0	0	1	39
null	OG0000531	4	4	0	2	2	4	3	5	1	1	6	3
null	OG0000532	5	2	4	0	0	4	3	2	7	0	2	5
null	OG0000533	2	2	0	1	1	2	2	10	2	0	6	10
null	OG0000534	3	3	3	1	1	3	5	2	2	1	2	9
null	OG0000535	2	3	3	3	3	3	5	3	3	2	2	4
null	OG0000536	2	1	2	1	1	3	2	3	11	4	3	1
null	OG0000537	4	2	1	3	3	4	3	3	2	1	5	5
null	OG0000538	3	3	2	3	3	3	2	4	4	0	5	3
null	OG0000539	2	4	4	1	1	4	4	3	2	0	5	5
null	OG0000540	5	4	5	1	1	7	2	1	3	1	1	1
null	OG0000541	2	2	4	3	3	3	6	2	3	1	5	1
null	OG0000542	4	4	3	1	1	2	5	3	0	0	7	5
null	OG0000543	3	1	3	4	4	3	3	3	2	1	4	5
null	OG0000544	3	3	3	3	3	3	3	3	4	3	3	2
null	OG0000545	1	1	2	2	2	2	10	2	3	5	2	6
null	OG0000546	3	2	3	3	3	3	5	3	4	1	3	3
null	OG0000547	4	4	5	2	2	4	2	3	2	2	3	3
null	OG0000548	2	3	3	3	3	3	6	3	3	2	3	2
null	OG0000549	4	3	2	2	2	3	3	3	3	1	4	5
null	OG0000550	3	3	3	3	3	3	3	3	3	3	3	3
null	OG0000551	1	9	1	1	1	11	1	1	1	1	1	4
null	OG0000552	3	4	3	1	2	4	1	5	4	1	4	4
null	OG0000553	8	9	2	0	0	3	1	0	0	0	0	6
null	OG0000554	4	3	3	0	0	7	1	5	0	0	8	1
null	OG0000555	2	2	3	3	4	2	5	3	4	2	3	3
null	OG0000556	2	1	1	1	0	0	7	4	0	3	11	4
null	OG0000557	3	3	2	2	2	3	6	3	1	0	6	5
null	OG0000558	0	0	0	1	0	0	2	1	0	31	1	2
null	OG0000559	0	0	0	7	9	0	2	0	0	0	3	2
null	OG0000560	0	0	0	14	15	0	10	0	0	0	0	0
null	OG0000561	3	3	3	3	3	2	2	3	3	2	4	4
null	OG0000562	2	2	1	2	1	3	5	4	7	0	4	5
null	OG0000563	3	1	2	2	2	2	4	4	0	0	6	9
null	OG0000564	2	5	8	0	0	11	0	0	0	0	0	0
null	OG0000565	3	1	3	1	1	4	2	1	2	11	1	1
null	OG0000566	5	5	5	2	2	5	2	1	0	0	1	1
null	OG0000567	4	2	3	1	1	6	6	2	1	1	1	4
null	OG0000568	3	4	4	2	1	4	4	2	3	1	2	2
null	OG0000569	4	5	0	0	0	9	1	2	1	0	2	5
null	OG0000570	2	1	1	3	3	2	2	5	6	0	3	8
null	OG0000571	4	6	1	1	1	10	1	1	3	1	1	0
null	OG0000572	7	4	4	1	1	6	2	0	3	1	2	2
null	OG0000573	3	1	2	3	3	1	5	4	4	1	3	4
null	OG0000574	4	5	3	1	2	5	0	4	0	0	3	3
null	OG0000575	2	2	1	1	1	1	9	1	1	1	6	3
null	OG0000576	2	4	1	0	0	12	0	0	0	0	0	0
null	OG0000577	3	5	6	0	0	8	0	0	0	0	0	2
null	OG0000578	2	5	0	3	3	3	4	1	0	0	1	14
null	OG0000579	3	2	2	3	2	2	8	3	3	2	3	3
null	OG0000580	0	0	0	0	0	0	1	0	0	37	0	0
null	OG0000581	0	0	0	0	0	0	2	0	2	34	0	0
null	OG0000582	0	0	0	0	0	0	0	1	0	30	0	0
null	OG0000583	0	0	0	0	0	0	0	1	0	0	27	10
null	OG0000585	2	3	2	2	2	5	3	2	5	0	2	5
null	OG0000586	3	3	2	2	3	3	2	3	4	2	3	4
null	OG0000587	1	0	0	2	1	1	12	1	5	4	2	7
null	OG0000588	5	5	2	2	2	5	1	2	1	1	2	4
null	OG0000589	2	3	3	3	3	3	4	3	3	1	3	3
null	OG0000590	2	2	2	5	5	2	4	2	4	0	2	5
null	OG0000591	3	1	1	2	2	4	5	2	0	0	2	9
null	OG0000592	2	2	2	2	2	2	8	1	0	0	2	12
null	OG0000593	5	11	8	0	0	7	0	0	0	0	2	0
null	OG0000594	10	4	7	0	0	6	0	0	0	0	0	0
null	OG0000595	6	7	8	0	0	7	1	0	1	1	0	0
null	OG0000596	2	3	3	2	2	4	3	3	1	1	3	4
null	OG0000597	4	4	4	1	1	4	6	1	1	1	3	2
null	OG0000598	11	6	3	0	0	9	0	2	0	0	2	1
null	OG0000599	4	3	2	2	2	5	2	2	1	2	1	7
null	OG0000600	3	3	3	4	4	3	2	2	3	2	2	3
null	OG0000601	2	2	3	1	3	3	3	3	4	2	4	5
null	OG0000602	2	3	4	2	2	4	6	1	1	0	1	7
null	OG0000603	1	3	3	2	2	4	1	4	3	2	4	4
null	OG0000604	5	5	5	1	1	5	2	1	3	3	1	0
null	OG0000605	2	2	5	3	2	3	6	2	2	1	5	1
null	OG0000606	4	4	5	0	0	13	0	0	1	0	0	0
null	OG0000607	3	3	3	2	2	3	1	4	2	1	4	6
null	OG0000608	3	2	2	3	6	2	6	2	3	0	2	3
null	OG0000609	7	6	6	0	0	8	0	1	0	0	1	0
null	OG0000610	3	3	3	3	3	3	3	5	0	0	4	4
null	OG0000611	3	3	4	3	3	3	3	4	3	2	3	0
null	OG0000612	0	2	5	1	0	6	9	0	2	0	4	5
null	OG0000614	3	2	2	3	4	3	1	1	2	7	1	4
null	OG0000615	4	3	3	1	1	3	5	1	3	1	1	6
null	OG0000616	3	1	1	2	4	3	2	2	5	0	2	7
null	OG0000617	3	4	2	2	2	4	2	2	2	1	2	4
null	OG0000618	2	3	2	2	2	3	3	4	3	1	4	4
null	OG0000619	2	4	2	1	1	4	6	2	0	0	3	5
null	OG0000620	6	6	7	0	0	2	0	0	0	0	0	0
null	OG0000621	4	3	5	3	3	4	2	1	3	0	2	3
null	OG0000622	3	3	2	0	0	3	2	3	0	0	4	11
null	OG0000623	3	0	1	2	4	2	3	2	0	0	1	10
null	OG0000624	6	3	3	0	0	10	0	0	0	0	0	0
null	OG0000625	5	3	0	0	0	25	0	0	0	0	0	1
null	OG0000626	4	4	8	1	1	8	1	1	2	1	1	1
null	OG0000627	4	0	1	4	2	5	6	2	0	0	0	2
null	OG0000628	3	3	3	2	2	3	3	2	4	1	3	2
null	OG0000629	4	3	4	2	2	4	3	1	0	0	1	5
null	OG0000630	4	8	2	0	0	6	5	0	0	0	2	5
null	OG0000631	4	4	2	2	2	5	3	1	3	2	1	3
null	OG0000632	7	11	6	0	0	7	0	0	0	0	0	0
null	OG0000633	3	2	1	3	3	2	1	3	6	1	3	4
null	OG0000634	3	2	2	1	1	3	3	2	2	0	6	9
null	OG0000635	2	3	3	5	5	2	3	2	2	1	2	3
null	OG0000636	2	2	1	3	3	2	9	2	1	0	3	6
null	OG0000637	4	1	1	4	4	1	3	4	3	3	3	2
null	OG0000638	7	5	6	0	0	7	1	1	0	0	1	4
null	OG0000639	5	5	2	2	2	4	1	0	2	0	1	4
null	OG0000640	7	6	1	1	1	7	1	1	1	1	1	1
null	OG0000641	4	7	3	1	1	3	6	1	1	1	1	2
null	OG0000642	3	3	4	0	0	3	11	0	0	0	0	9
null	OG0000643	4	1	2	3	4	4	4	1	1	1	0	6
null	OG0000644	5	4	3	1	1	4	3	2	2	1	1	3
null	OG0000645	1	2	2	2	2	1	3	3	10	3	2	3
null	OG0000646	3	7	3	0	0	6	1	1	0	0	9	3
null	OG0000647	3	3	4	1	1	3	5	3	5	0	2	3
null	OG0000648	2	2	2	2	4	2	5	1	3	0	1	10
null	OG0000649	1	1	1	10	9	1	1	1	1	1	7	1
null	OG0000650	1	3	3	3	3	2	6	3	1	1	3	5
null	OG0000651	1	2	0	11	12	2	0	0	0	0	0	7
null	OG0000654	12	7	6	0	0	2	0	0	0	0	0	0
null	OG0000655	2	1	2	3	4	3	5	2	3	3	1	3
null	OG0000656	1	1	1	2	2	2	3	5	0	0	8	7
null	OG0000657	3	2	1	2	2	3	3	3	3	2	4	4
null	OG0000658	2	1	2	1	1	3	1	2	1	0	13	5
null	OG0000659	15	5	8	0	0	1	0	0	0	0	1	4
null	OG0000660	7	4	0	1	1	12	3	0	0	0	2	3
null	OG0000661	6	2	3	1	2	2	5	2	3	2	3	2
null	OG0000662	2	4	6	2	1	3	2	3	3	1	2	3
null	OG0000663	3	1	3	3	3	2	5	2	1	1	3	3
null	OG0000664	2	2	3	2	2	2	8	2	3	1	2	3
null	OG0000665	4	5	2	1	1	4	12	0	1	0	2	1
null	OG0000666	3	2	2	3	3	2	2	4	4	1	3	4
null	OG0000667	1	1	1	1	1	1	2	11	2	7	5	1
null	OG0000668	3	2	1	1	1	3	4	4	2	6	4	2
null	OG0000669	3	1	3	0	0	14	0	0	0	0	0	0
null	OG0000670	1	2	1	2	3	2	3	3	4	4	7	2
null	OG0000671	3	3	0	4	1	6	0	0	0	10	0	3
null	OG0000672	4	3	2	1	2	5	2	0	2	0	1	4
null	OG0000673	2	1	3	8	8	2	3	1	2	2	0	1
null	OG0000674	1	1	1	9	8	1	3	0	1	0	1	8
null	OG0000675	4	3	3	2	1	3	3	3	2	3	2	3
null	OG0000676	0	0	2	4	3	0	0	1	0	23	2	0
null	OG0000677	0	0	0	0	2	0	6	1	2	0	18	6
null	OG0000678	0	0	0	0	0	0	1	0	0	34	0	0
null	OG0000681	7	5	4	1	1	6	1	0	0	0	0	5
null	OG0000682	4	4	2	1	1	5	3	1	4	2	2	1
null	OG0000683	2	2	2	2	3	2	3	5	3	3	2	3
null	OG0000684	2	2	2	0	0	3	7	3	5	0	3	3
null	OG0000685	3	3	2	3	3	3	2	3	3	1	3	2
null	OG0000686	3	3	3	1	1	3	2	5	0	0	5	5
null	OG0000687	3	3	3	2	2	3	2	5	1	0	4	3
null	OG0000688	5	6	4	0	0	5	0	2	0	0	2	4
null	OG0000689	1	6	4	3	3	0	3	3	0	1	2	2
null	OG0000690	4	3	1	3	3	4	3	2	2	0	2	2
null	OG0000691	5	4	3	2	1	8	2	2	0	1	0	3
null	OG0000692	3	3	2	0	0	4	0	2	3	4	6	2
null	OG0000693	3	3	7	1	1	2	1	3	2	0	2	6
null	OG0000694	3	3	3	3	3	5	3	1	3	2	1	0
null	OG0000695	7	4	1	0	0	10	1	0	0	0	4	2
null	OG0000696	2	1	2	2	2	2	5	2	3	0	3	6
null	OG0000697	2	1	1	3	3	2	5	0	3	0	0	8
null	OG0000698	2	3	1	1	1	3	2	2	5	2	3	6
null	OG0000699	3	2	4	2	2	2	2	5	0	1	2	3
null	OG0000700	2	2	1	2	2	1	2	4	0	1	5	9
null	OG0000701	2	1	1	2	2	2	1	3	8	3	4	2
null	OG0000702	1	0	0	0	0	0	0	0	0	29	3	0
null	OG0000703	6	8	5	0	0	4	0	0	0	0	0	0
null	OG0000704	3	1	2	3	3	3	2	3	5	2	1	3
null	OG0000705	3	1	1	0	0	1	1	3	0	0	12	10
null	OG0000706	3	3	2	3	3	1	1	3	4	2	3	3
null	OG0000707	3	3	2	1	2	3	3	3	3	2	3	3
null	OG0000708	5	2	4	1	1	5	6	1	1	1	1	1
null	OG0000709	4	4	4	2	2	5	3	1	0	0	1	3
null	OG0000710	2	3	2	3	3	2	4	2	2	2	3	3
null	OG0000711	5	7	2	0	0	10	1	1	1	1	0	1
null	OG0000712	1	1	0	0	0	4	2	2	2	9	0	2
null	OG0000713	4	3	5	1	1	4	3	0	1	0	0	8
null	OG0000714	2	4	6	2	1	9	5	0	0	0	0	1
null	OG0000715	2	2	2	2	2	2	6	3	2	1	4	4
null	OG0000716	2	2	2	2	2	3	1	3	6	3	3	3
null	OG0000717	0	2	2	3	3	1	3	0	3	12	1	3
null	OG0000718	0	0	0	1	1	0	0	0	32	0	0	0
null	OG0000722	2	2	2	2	2	3	4	2	4	1	2	3
null	OG0000723	3	3	3	2	2	3	3	2	3	2	2	2
null	OG0000724	2	2	0	3	5	3	4	2	1	0	1	7
null	OG0000725	2	2	3	2	2	2	2	4	2	3	3	3
null	OG0000726	2	1	1	3	4	3	2	4	3	1	3	2
null	OG0000727	3	2	3	2	2	4	3	4	2	0	3	2
null	OG0000728	3	2	1	4	4	3	2	1	1	2	1	4
null	OG0000729	3	2	2	2	2	2	3	4	4	0	2	3
null	OG0000730	5	8	5	0	0	8	2	0	1	0	0	1
null	OG0000731	7	7	4	0	0	6	0	0	3	0	0	0
null	OG0000732	5	11	1	0	0	4	1	0	0	0	1	3
null	OG0000733	2	2	2	2	2	2	3	2	4	2	3	4
null	OG0000734	2	1	2	3	3	3	4	3	2	4	2	2
null	OG0000735	3	0	2	1	1	3	3	5	2	2	7	1
null	OG0000736	2	1	2	3	3	3	3	3	2	2	3	3
null	OG0000737	2	2	2	2	2	2	4	3	4	1	3	3
null	OG0000738	5	4	2	6	5	4	0	1	0	0	1	1
null	OG0000739	3	2	3	2	2	3	3	2	6	2	2	0
null	OG0000740	3	2	2	2	3	3	1	2	2	2	4	3
null	OG0000741	3	2	3	3	3	1	2	3	1	1	4	4
null	OG0000742	2	2	1	5	4	2	7	2	1	1	2	2
null	OG0000743	5	2	4	4	2	1	0	2	3	0	4	1
null	OG0000744	3	2	3	2	2	3	3	2	2	3	2	3
null	OG0000745	2	2	3	0	1	3	5	2	2	2	7	2
null	OG0000746	2	2	3	2	2	3	7	2	2	2	2	1
null	OG0000747	4	0	5	2	2	5	2	2	3	1	2	2
null	OG0000748	2	8	4	1	1	4	1	0	0	6	1	2
null	OG0000749	4	4	3	0	1	5	0	2	1	2	2	1
null	OG0000750	8	8	2	0	0	6	0	0	0	0	0	0
null	OG0000751	3	3	2	3	3	3	1	2	4	0	2	4
null	OG0000752	2	4	3	1	1	4	3	3	0	0	3	7
null	OG0000753	3	3	2	1	1	3	5	1	2	1	1	7
null	OG0000754	2	2	2	3	3	2	4	4	2	0	4	3
null	OG0000755	2	2	2	2	2	2	6	6	1	0	2	4
null	OG0000756	0	2	0	14	11	0	4	0	1	0	0	1
null	OG0000757	0	0	0	1	0	0	1	1	2	23	0	1
null	OG0000758	0	0	0	15	17	0	1	0	0	0	0	0
null	OG0000760	0	0	0	0	0	0	1	0	0	0	31	1
null	OG0000762	0	0	0	0	0	0	0	0	0	32	0	1
null	OG0000765	5	6	6	0	0	8	0	0	0	0	0	0
null	OG0000766	3	2	2	3	4	2	3	3	2	1	2	2
null	OG0000767	9	10	0	0	0	4	3	0	0	0	0	0
null	OG0000768	3	2	3	1	1	3	2	2	4	1	2	5
null	OG0000769	2	2	1	4	5	2	1	3	3	0	3	4
null	OG0000770	3	3	3	1	1	3	4	2	2	3	2	2
null	OG0000771	3	3	3	2	2	3	3	2	2	1	2	2
null	OG0000772	3	2	1	1	1	3	3	3	2	1	5	3
null	OG0000773	3	2	3	2	3	2	7	2	2	0	2	1
null	OG0000774	2	1	3	1	2	3	3	0	5	5	0	3
null	OG0000775	2	1	2	4	4	2	9	0	0	0	0	3
null	OG0000776	1	1	1	0	0	3	0	0	23	1	0	1
null	OG0000777	2	6	8	2	1	4	2	0	0	0	2	3
null	OG0000778	3	4	4	1	1	5	2	2	3	1	1	2
null	OG0000779	1	0	0	1	1	1	1	2	12	3	1	5
null	OG0000780	3	3	3	5	4	3	2	1	1	1	1	2
null	OG0000781	2	2	3	3	2	2	5	4	0	0	5	2
null	OG0000782	2	2	1	2	2	3	1	2	4	5	3	2
null	OG0000783	2	0	1	2	2	4	4	4	3	1	2	3
null	OG0000784	4	4	3	2	1	3	1	1	0	1	2	4
null	OG0000785	1	1	1	1	1	2	4	2	4	5	2	4
null	OG0000786	4	3	2	1	1	6	1	1	2	1	1	3
null	OG0000787	2	3	1	1	1	3	1	1	4	1	1	11
null	OG0000788	4	1	1	1	1	2	2	5	7	1	2	2
null	OG0000789	5	2	6	3	6	4	0	0	2	0	0	0
null	OG0000790	1	1	1	3	2	1	4	2	1	10	3	2
null	OG0000791	1	6	3	0	0	0	4	1	0	4	3	4
null	OG0000792	3	3	1	2	2	3	4	3	3	0	2	3
null	OG0000793	1	1	3	4	4	1	0	1	2	0	9	5
null	OG0000794	6	5	3	0	0	6	1	1	0	0	4	1
null	OG0000795	3	3	6	0	0	3	6	2	0	0	3	2
null	OG0000796	3	3	3	2	2	2	3	3	1	2	2	3
null	OG0000797	1	1	1	1	1	1	3	5	2	1	6	8
null	OG0000798	3	2	6	4	5	3	5	0	1	0	0	1
null	OG0000799	6	6	9	0	0	5	0	0	0	0	0	0
null	OG0000800	1	1	1	4	3	1	4	6	0	0	9	1
null	OG0000801	3	3	3	2	2	3	2	2	1	4	2	2
null	OG0000802	5	4	6	1	1	6	1	1	1	0	1	1
null	OG0000803	1	14	0	2	1	2	0	1	0	2	1	0
null	OG0000804	15	2	4	0	0	4	0	0	0	0	0	1
null	OG0000805	5	2	4	0	0	6	1	1	0	0	3	4
null	OG0000806	2	2	2	2	2	2	2	4	4	1	4	3
null	OG0000807	1	0	0	0	0	1	0	6	0	0	22	2
null	OG0000808	2	2	3	3	3	1	4	3	3	2	2	2
null	OG0000809	1	2	4	1	1	2	5	3	3	2	3	2
null	OG0000810	4	2	3	0	0	7	4	1	0	0	3	3
null	OG0000811	1	1	1	4	4	1	3	5	3	5	3	0
null	OG0000812	3	3	2	2	2	3	2	2	3	3	2	2
null	OG0000813	1	1	1	2	1	1	2	1	1	18	1	1
null	OG0000814	0	12	0	0	0	1	2	0	0	0	0	14
null	OG0000815	0	0	0	15	17	0	0	0	0	0	0	0
null	OG0000823	4	2	2	1	1	4	2	2	1	1	2	2
null	OG0000824	2	2	2	2	2	2	2	3	4	2	3	3
null	OG0000825	3	4	3	1	1	3	3	2	1	1	4	2
null	OG0000826	2	1	1	0	0	2	1	2	0	1	1	18
null	OG0000827	2	2	1	2	3	2	5	0	0	0	0	12
null	OG0000828	5	3	4	1	1	5	1	1	0	0	1	1
null	OG0000829	4	5	5	0	0	0	2	4	2	0	3	2
null	OG0000830	3	3	3	2	2	3	3	2	3	0	2	2
null	OG0000831	2	2	2	1	1	2	4	3	3	0	5	4
null	OG0000832	3	2	2	2	1	2	5	1	0	5	1	3
null	OG0000833	3	5	3	1	1	4	1	1	0	0	2	5
null	OG0000834	3	1	1	2	2	1	8	2	0	0	1	7
null	OG0000835	3	3	2	2	2	5	3	1	1	1	1	4
null	OG0000836	5	3	2	1	1	3	4	2	1	1	2	2
null	OG0000837	2	2	2	2	2	2	4	3	2	3	2	2
null	OG0000838	2	2	2	2	1	2	4	2	2	3	2	2
null	OG0000839	2	2	3	1	1	2	2	4	0	4	4	0
null	OG0000840	2	0	0	2	3	3	4	3	3	1	2	3
null	OG0000841	4	0	5	0	0	5	1	1	0	0	3	2
null	OG0000842	2	2	2	2	2	2	3	3	3	1	3	3
null	OG0000843	1	1	1	5	2	1	2	2	2	9	2	2
null	OG0000844	5	5	4	1	0	5	5	0	2	0	0	1
null	OG0000845	6	8	5	0	0	7	0	0	0	0	0	0
null	OG0000846	4	3	2	2	2	2	4	2	1	1	1	2
null	OG0000847	2	1	1	1	1	1	1	5	1	2	6	7
null	OG0000848	2	2	3	1	1	3	13	0	1	0	0	2
null	OG0000849	3	0	0	3	2	4	3	4	3	1	3	2
null	OG0000850	1	1	0	0	0	1	0	0	0	0	0	28
null	OG0000851	3	1	1	1	1	1	1	2	1	1	2	12
null	OG0000852	2	2	2	1	1	3	3	2	8	0	2	2
null	OG0000853	1	3	2	1	1	4	2	1	2	6	2	1
null	OG0000854	2	2	2	2	2	2	0	3	2	5	2	4
null	OG0000855	2	1	1	0	0	3	3	2	1	1	14	1
null	OG0000856	2	2	2	3	3	2	0	3	3	1	4	3
null	OG0000857	6	5	4	1	1	6	1	0	0	0	0	1
null	OG0000858	2	2	1	1	1	2	4	4	3	1	4	3
null	OG0000859	1	1	1	0	0	1	2	7	0	0	6	11
null	OG0000860	2	2	2	2	3	2	4	2	4	2	3	1
null	OG0000861	2	2	2	2	2	2	6	2	5	0	3	1
null	OG0000862	1	1	1	2	2	1	4	5	6	0	4	3
null	OG0000863	2	2	2	2	2	2	2	2	2	2	6	3
null	OG0000864	5	6	6	0	0	5	2	0	0	0	0	1
null	OG0000865	4	4	2	0	0	5	1	0	0	0	0	10
null	OG0000866	1	2	1	3	3	2	4	3	3	2	2	3
null	OG0000867	0	3	3	0	0	9	0	0	0	0	0	1
null	OG0000868	0	0	0	20	11	0	0	0	0	0	0	0
null	OG0000869	0	0	0	0	1	0	2	0	0	0	3	5
null	OG0000871	1	1	2	2	2	4	3	3	1	1	3	5
null	OG0000872	9	6	0	0	0	14	0	0	0	0	0	0
null	OG0000873	3	1	1	2	4	2	4	4	0	0	3	3
null	OG0000874	3	0	3	4	4	3	0	2	0	2	2	3
null	OG0000875	2	2	1	3	3	3	4	2	3	0	2	3
null	OG0000876	3	1	3	3	3	2	3	4	0	0	4	1
null	OG0000877	3	2	2	1	2	2	0	3	0	0	8	3
null	OG0000878	2	2	5	2	2	3	0	1	2	1	5	3
null	OG0000879	5	3	3	1	1	3	3	1	2	1	1	1
null	OG0000880	5	3	3	1	1	3	2	1	1	1	1	1
null	OG0000881	2	3	3	0	0	3	3	0	0	0	1	10
null	OG0000882	3	4	4	1	1	1	4	2	1	1	2	3
null	OG0000883	3	4	3	2	2	3	3	2	1	1	2	2
null	OG0000884	2	1	2	2	2	3	5	2	3	0	3	2
null	OG0000885	2	2	4	2	2	2	3	2	3	1	2	3
null	OG0000886	3	2	3	0	0	5	1	0	1	0	9	3
null	OG0000887	3	2	1	1	2	3	1	2	5	1	3	3
null	OG0000888	3	1	2	1	1	0	4	1	1	2	1	5
null	OG0000889	2	2	2	2	2	2	4	3	2	1	2	2
null	OG0000890	1	3	1	2	2	1	5	1	1	1	1	3
null	OG0000891	1	2	1	1	1	4	6	1	1	1	1	5
null	OG0000892	2	2	2	2	2	2	6	1	2	2	2	3
null	OG0000893	2	2	2	2	2	2	3	3	5	1	2	2
null	OG0000894	3	3	3	1	1	3	2	3	3	2	2	1
null	OG0000895	3	4	3	2	2	3	2	2	2	1	1	2
null	OG0000896	1	0	1	0	0	0	0	0	4	1	15	7
null	OG0000897	3	3	3	1	1	2	0	4	0	0	8	2
null	OG0000898	4	4	2	1	1	4	2	2	1	1	2	3
