Orthogroup	JU1373.longest	NIC58.longest	PX356.longest	PX439.longest	PX506.protein	PX534.longest	c_brenneri.longest	c_briggsae.longest	c_elegans.longest	c_inopinata.protein	c_nigoni.longest	c_remanei_washu.longest	c_sinica.longest
OG0036191										Sp34_20188300.t1			
OG0036192										Sp34_20193910.t1			
OG0036193										Sp34_20194700.t1			
OG0036194										Sp34_20205600.t1			
OG0036195										Sp34_20205800.t1			
OG0036196										Sp34_20207600.t1			
OG0036197										Sp34_20208610.t1			
OG0036198										Sp34_20210700.t1			
OG0036199										Sp34_20212900.t1			
OG0036200										Sp34_20217800.t1			
OG0036201										Sp34_20217900.t1			
OG0036202										Sp34_20221400.t1			
OG0036203										Sp34_20221600.t1			
OG0036204										Sp34_20221700.t1			
OG0036205										Sp34_20221800.t1			
OG0036206										Sp34_20221900.t1			
OG0036207										Sp34_20222800.t1			
OG0036208										Sp34_20223300.t1			
OG0036209										Sp34_20224500.t1			
OG0036210										Sp34_20224900.t1			
OG0036211										Sp34_20225900.t1			
OG0036212										Sp34_20227400.t1			
OG0036213										Sp34_20231400.t1			
OG0036214										Sp34_20242500.t1			
OG0036215										Sp34_20242600.t1			
OG0036216										Sp34_20243700.t1			
OG0036217										Sp34_20253400.t1			
OG0036218										Sp34_20257200.t1			
OG0036219										Sp34_20258500.t1			
OG0036220										Sp34_20259600.t1			
OG0036221										Sp34_20268400.t1			
OG0036222										Sp34_20269200.t1			
OG0036223										Sp34_20269510.t1			
OG0036224										Sp34_20272200.t1			
OG0036225										Sp34_20276600.t1			
OG0036226										Sp34_20279720.t1			
OG0036227										Sp34_20279900.t1			
OG0036228										Sp34_20282300.t1			
OG0036229										Sp34_20284400.t1			
OG0036230										Sp34_20284700.t1			
OG0036231										Sp34_20284900.t1			
OG0036232										Sp34_20286100.t1			
OG0036233										Sp34_20287000.t1			
OG0036234										Sp34_20292300.t1			
OG0036235										Sp34_20297100.t1			
OG0036236										Sp34_20298300.t1			
OG0036237										Sp34_20300100.t1			
OG0036238										Sp34_20300200.t1			
OG0036239										Sp34_20302500.t1			
OG0036240										Sp34_20302600.t1			
OG0036241										Sp34_20303300.t1			
OG0036242										Sp34_20306200.t1			
OG0036243										Sp34_20306800.t1			
OG0036244										Sp34_20309900.t1			
OG0036245										Sp34_20311900.t1			
OG0036246										Sp34_20312010.t1			
OG0036247										Sp34_20312300.t1			
OG0036248										Sp34_20315900.t1			
OG0036249										Sp34_20316200.t1			
OG0036250										Sp34_20316600.t1			
OG0036251										Sp34_20318100.t1			
OG0036252										Sp34_20319000.t1			
OG0036253										Sp34_20321700.t1			
OG0036254										Sp34_20322400.t1			
OG0036255										Sp34_20323100.t1			
OG0036256										Sp34_20324100.t1			
OG0036257										Sp34_20327900.t1			
OG0036258										Sp34_20333500.t1			
OG0036259										Sp34_20337200.t1			
OG0036260										Sp34_20338300.t1			
OG0036261										Sp34_20340600.t1			
OG0036262										Sp34_30000400.t1			
OG0036263										Sp34_30004700.t1			
OG0036264										Sp34_30005000.t1			
OG0036265										Sp34_30005810.t1			
OG0036266										Sp34_30006600.t1			
OG0036267										Sp34_30006700.t1			
OG0036268										Sp34_30012100.t1			
OG0036269										Sp34_30014000.t1			
OG0036270										Sp34_30021400.t1			
OG0036271										Sp34_30021800.t1			
OG0036272										Sp34_30027100.t1			
OG0036273										Sp34_30029600.t1			
OG0036274										Sp34_30029710.t1			
OG0036275										Sp34_30030400.t1			
OG0036276										Sp34_30032400.t1			
OG0036277										Sp34_30032700.t1			
OG0036278										Sp34_30033300.t1			
OG0036279										Sp34_30033500.t1			
OG0036280										Sp34_30033700.t1			
OG0036281										Sp34_30033800.t1			
OG0036282										Sp34_30037710.t1			
OG0036283										Sp34_30039600.t1			
OG0036284										Sp34_30039700.t1			
OG0036285										Sp34_30040000.t1			
OG0036286										Sp34_30040700.t1			
OG0036287										Sp34_30041400.t1			
OG0036288										Sp34_30042500.t1			
OG0036289										Sp34_30047900.t1			
OG0036290										Sp34_30048500.t1			
OG0036291										Sp34_30049000.t1			
OG0036292										Sp34_30049200.t1			
OG0036293										Sp34_30049800.t1			
OG0036294										Sp34_30051300.t1			
OG0036295										Sp34_30051900.t1			
OG0036296										Sp34_30052500.t1			
OG0036297										Sp34_30052700.t1			
OG0036298										Sp34_30055400.t1			
OG0036299										Sp34_30057900.t1			
OG0036300										Sp34_30061300.t1			
OG0036301										Sp34_30066400.t1			
OG0036302										Sp34_30067900.t1			
OG0036303										Sp34_30068100.t1			
OG0036304										Sp34_30068800.t1			
OG0036305										Sp34_30071100.t1			
OG0036306										Sp34_30072700.t1			
OG0036307										Sp34_30074200.t1			
OG0036308										Sp34_30075800.t1			
OG0036309										Sp34_30078900.t1			
OG0036310										Sp34_30079600.t1			
OG0036311										Sp34_30080300.t1			
OG0036312										Sp34_30083700.t1			
OG0036313										Sp34_30083900.t1			
OG0036314										Sp34_30085900.t1			
OG0036315										Sp34_30088400.t1			
OG0036316										Sp34_30088510.t1			
OG0036317										Sp34_30090400.t1			
OG0036318										Sp34_30091300.t1			
OG0036319										Sp34_30091900.t1			
OG0036320										Sp34_30094700.t1			
OG0036321										Sp34_30095200.t1			
OG0036322										Sp34_30096800.t1			
OG0036323										Sp34_30097300.t1			
OG0036324										Sp34_30098500.t1			
OG0036325										Sp34_30107200.t1			
OG0036326										Sp34_30109000.t1			
OG0036327										Sp34_30109600.t1			
OG0036328										Sp34_30111200.t1			
OG0036329										Sp34_30113000.t1			
OG0036330										Sp34_30113300.t1			
OG0036331										Sp34_30117200.t1			
OG0036332										Sp34_30119100.t1			
OG0036333										Sp34_30120300.t1			
OG0036334										Sp34_30120400.t1			
OG0036335										Sp34_30121100.t1			
OG0036336										Sp34_30122200.t1			
OG0036337										Sp34_30124000.t1			
OG0036338										Sp34_30124300.t1			
OG0036339										Sp34_30124400.t1			
OG0036340										Sp34_30126100.t1			
OG0036341										Sp34_30127700.t1			
OG0036342										Sp34_30131300.t1			
OG0036343										Sp34_30131700.t1			
OG0036344										Sp34_30131800.t1			
OG0036345										Sp34_30133200.t1			
OG0036346										Sp34_30134100.t1			
OG0036347										Sp34_30134600.t1			
OG0036348										Sp34_30134700.t1			
OG0036349										Sp34_30138300.t1			
OG0036350										Sp34_30138600.t1			
OG0036351										Sp34_30138800.t1			
OG0036352										Sp34_30142600.t1			
OG0036353										Sp34_30142800.t1			
OG0036354										Sp34_30146300.t1			
OG0036355										Sp34_30147320.t1			
OG0036356										Sp34_30150200.t1			
OG0036357										Sp34_30165600.t1			
OG0036358										Sp34_30166900.t1			
OG0036359										Sp34_30169700.t1			
OG0036360										Sp34_30170600.t1			
OG0036361										Sp34_30172800.t1			
OG0036362										Sp34_30175400.t1			
OG0036363										Sp34_30179020.t1			
OG0036364										Sp34_30179300.t1			
OG0036365										Sp34_30179400.t1			
OG0036366										Sp34_30187300.t1			
OG0036367										Sp34_30195200.t1			
OG0036368										Sp34_30195500.t1			
OG0036369										Sp34_30195800.t1			
OG0036370										Sp34_30196600.t1			
OG0036371										Sp34_30197600.t1			
OG0036372										Sp34_30199000.t1			
OG0036373										Sp34_30202310.t1			
OG0036374										Sp34_30202700.t1			
OG0036375										Sp34_30202800.t1			
OG0036376										Sp34_30204000.t1			
OG0036377										Sp34_30206300.t1			
OG0036378										Sp34_30206500.t1			
OG0036379										Sp34_30207800.t1			
OG0036380										Sp34_30212500.t1			
OG0036381										Sp34_30212600.t1			
OG0036382										Sp34_30214300.t1			
OG0036383										Sp34_30215300.t1			
OG0036384										Sp34_30215500.t1			
OG0036385										Sp34_30215700.t1			
OG0036386										Sp34_30216400.t1			
OG0036387										Sp34_30216800.t1			
OG0036388										Sp34_30221300.t1			
OG0036389										Sp34_30222500.t1			
OG0036390										Sp34_30223100.t1			
OG0036391										Sp34_30226200.t1			
OG0036392										Sp34_30227000.t1			
OG0036393										Sp34_30228000.t1			
OG0036394										Sp34_30228400.t1			
OG0036395										Sp34_30228700.t1			
OG0036396										Sp34_30230300.t1			
OG0036397										Sp34_30230700.t1			
OG0036398										Sp34_30235400.t1			
OG0036399										Sp34_30236300.t1			
OG0036400										Sp34_30236800.t1			
OG0036401										Sp34_30240000.t1			
OG0036402										Sp34_30240700.t1			
OG0036403										Sp34_30240800.t1			
OG0036404										Sp34_30241310.t1			
OG0036405										Sp34_30241810.t1			
OG0036406										Sp34_30243500.t1			
OG0036407										Sp34_30243600.t1			
OG0036408										Sp34_30243800.t1			
OG0036409										Sp34_30243900.t1			
OG0036410										Sp34_30245000.t1			
OG0036411										Sp34_30245800.t1			
OG0036412										Sp34_30246000.t1			
OG0036413										Sp34_30246300.t1			
OG0036414										Sp34_30248900.t1			
OG0036415										Sp34_30249000.t1			
OG0036416										Sp34_30253500.t1			
OG0036417										Sp34_30254100.t1			
OG0036418										Sp34_30254200.t1			
OG0036419										Sp34_30254600.t1			
OG0036420										Sp34_30255900.t1			
OG0036421										Sp34_30256400.t1			
OG0036422										Sp34_30257700.t1			
OG0036423										Sp34_30258800.t1			
OG0036424										Sp34_30259210.t1			
OG0036425										Sp34_30259400.t1			
OG0036426										Sp34_30259500.t1			
OG0036427										Sp34_30261500.t1			
OG0036428										Sp34_30261800.t1			
OG0036429										Sp34_30264900.t1			
OG0036430										Sp34_30265100.t1			
OG0036431										Sp34_30265500.t1			
OG0036432										Sp34_30265610.t1			
OG0036433										Sp34_30266600.t1			
OG0036434										Sp34_30266800.t1			
OG0036435										Sp34_30266900.t1			
OG0036436										Sp34_30267500.t1			
OG0036437										Sp34_30267700.t1			
OG0036438										Sp34_30268100.t1			
OG0036439										Sp34_30268900.t1			
OG0036440										Sp34_30269420.t1			
OG0036441										Sp34_30270700.t1			
OG0036442										Sp34_30270800.t1			
OG0036443										Sp34_30271000.t1			
OG0036444										Sp34_30273200.t1			
OG0036445										Sp34_30273400.t1			
OG0036446										Sp34_30274900.t1			
OG0036447										Sp34_30276800.t1			
OG0036448										Sp34_30277000.t1			
OG0036449										Sp34_30277900.t1			
OG0036450										Sp34_30278000.t1			
OG0036451										Sp34_30278300.t1			
OG0036452										Sp34_30278600.t1			
OG0036453										Sp34_30278900.t1			
OG0036454										Sp34_30282500.t1			
OG0036455										Sp34_30282700.t1			
OG0036456										Sp34_30283100.t1			
OG0036457										Sp34_30288600.t1			
OG0036458										Sp34_30289100.t1			
OG0036459										Sp34_30289500.t1			
OG0036460										Sp34_30290300.t1			
OG0036461										Sp34_30291700.t1			
OG0036462										Sp34_30291900.t1			
OG0036463										Sp34_30292000.t1			
OG0036464										Sp34_30297700.t1			
OG0036465										Sp34_30301200.t1			
OG0036466										Sp34_30301910.t1			
OG0036467										Sp34_30301920.t1			
OG0036468										Sp34_30308020.t1			
OG0036469										Sp34_30308400.t1			
OG0036470										Sp34_30309400.t1			
OG0036471										Sp34_30309900.t1			
OG0036472										Sp34_30310500.t1			
OG0036473										Sp34_30311300.t1			
OG0036474										Sp34_30311610.t1			
OG0036475										Sp34_30312200.t1			
OG0036476										Sp34_30312600.t1			
OG0036477										Sp34_30312900.t1			
OG0036478										Sp34_30313100.t1			
OG0036479										Sp34_30313200.t1			
OG0036480										Sp34_30319600.t1			
OG0036481										Sp34_30322900.t1			
OG0036482										Sp34_30323000.t1			
OG0036483										Sp34_30324820.t1			
OG0036484										Sp34_30325500.t1			
OG0036485										Sp34_30326800.t1			
OG0036486										Sp34_30326900.t1			
OG0036487										Sp34_30331000.t1			
OG0036488										Sp34_30331300.t1			
OG0036489										Sp34_30331400.t1			
OG0036490										Sp34_30335100.t1			
OG0036491										Sp34_30335500.t1			
OG0036492										Sp34_40007000.t1			
OG0036493										Sp34_40008000.t1			
OG0036494										Sp34_40008700.t1			
OG0036495										Sp34_40010800.t1			
OG0036496										Sp34_40010900.t1			
OG0036497										Sp34_40017500.t1			
OG0036498										Sp34_40022100.t1			
OG0036499										Sp34_40024500.t1			
OG0036500										Sp34_40026400.t1			
OG0036501										Sp34_40027400.t1			
OG0036502										Sp34_40028500.t1			
OG0036503										Sp34_40028800.t1			
OG0036504										Sp34_40029900.t1			
OG0036505										Sp34_40039700.t1			
OG0036506										Sp34_40041300.t1			
OG0036507										Sp34_40041800.t1			
OG0036508										Sp34_40041900.t1			
OG0036509										Sp34_40042000.t1			
OG0036510										Sp34_40045600.t1			
OG0036511										Sp34_40046300.t1			
OG0036512										Sp34_40049400.t1			
OG0036513										Sp34_40051100.t1			
OG0036514										Sp34_40052500.t1			
OG0036515										Sp34_40054900.t1			
OG0036516										Sp34_40055200.t1			
OG0036517										Sp34_40055300.t1			
OG0036518										Sp34_40055800.t1			
OG0036519										Sp34_40056000.t1			
OG0036520										Sp34_40056500.t1			
OG0036521										Sp34_40056710.t1			
OG0036522										Sp34_40057300.t1			
OG0036523										Sp34_40058100.t1			
OG0036524										Sp34_40058300.t1			
OG0036525										Sp34_40058400.t1			
OG0036526										Sp34_40058600.t1			
OG0036527										Sp34_40062200.t1			
OG0036528										Sp34_40064400.t1			
OG0036529										Sp34_40067100.t1			
OG0036530										Sp34_40068600.t1			
OG0036531										Sp34_40069100.t1			
OG0036532										Sp34_40070200.t1			
OG0036533										Sp34_40070500.t1			
OG0036534										Sp34_40073900.t1			
OG0036535										Sp34_40076300.t1			
OG0036536										Sp34_40076400.t1			
OG0036537										Sp34_40077000.t1			
OG0036538										Sp34_40077200.t1			
OG0036539										Sp34_40077900.t1			
OG0036540										Sp34_40078200.t1			
OG0036541										Sp34_40078600.t1			
OG0036542										Sp34_40078900.t1			
OG0036543										Sp34_40079900.t1			
OG0036544										Sp34_40080800.t1			
OG0036545										Sp34_40081100.t1			
OG0036546										Sp34_40082500.t1			
OG0036547										Sp34_40084600.t1			
OG0036548										Sp34_40085200.t1			
OG0036549										Sp34_40087800.t1			
OG0036550										Sp34_40087910.t1			
OG0036551										Sp34_40089400.t1			
OG0036552										Sp34_40089500.t1			
OG0036553										Sp34_40090410.t1			
OG0036554										Sp34_40091000.t1			
OG0036555										Sp34_40093410.t1			
OG0036556										Sp34_40094900.t1			
OG0036557										Sp34_40095400.t1			
OG0036558										Sp34_40095800.t1			
OG0036559										Sp34_40098100.t1			
OG0036560										Sp34_40101010.t1			
OG0036561										Sp34_40101200.t1			
OG0036562										Sp34_40101700.t1			
OG0036563										Sp34_40104100.t1			
OG0036564										Sp34_40104720.t1			
OG0036565										Sp34_40105400.t1			
OG0036566										Sp34_40105700.t1			
OG0036567										Sp34_40107800.t1			
OG0036568										Sp34_40108000.t1			
OG0036569										Sp34_40108500.t1			
OG0036570										Sp34_40113300.t1			
OG0036571										Sp34_40115800.t1			
OG0036572										Sp34_40116600.t1			
OG0036573										Sp34_40116800.t1			
OG0036574										Sp34_40117900.t1			
OG0036575										Sp34_40118500.t1			
OG0036576										Sp34_40120000.t1			
OG0036577										Sp34_40120300.t1			
OG0036578										Sp34_40124500.t1			
OG0036579										Sp34_40128800.t1			
OG0036580										Sp34_40128900.t1			
OG0036581										Sp34_40129700.t1			
OG0036582										Sp34_40131500.t1			
OG0036583										Sp34_40132200.t1			
OG0036584										Sp34_40133700.t1			
OG0036585										Sp34_40138300.t1			
OG0036586										Sp34_40138900.t1			
OG0036587										Sp34_40140800.t1			
OG0036588										Sp34_40140900.t1			
OG0036589										Sp34_40142800.t1			
OG0036590										Sp34_40143100.t1			
OG0036591										Sp34_40143200.t1			
OG0036592										Sp34_40147700.t1			
OG0036593										Sp34_40152800.t1			
OG0036594										Sp34_40155600.t1			
OG0036595										Sp34_40158000.t1			
OG0036596										Sp34_40167800.t1			
OG0036597										Sp34_40168300.t1			
OG0036598										Sp34_40171900.t1			
OG0036599										Sp34_40174400.t1			
OG0036600										Sp34_40184600.t1			
OG0036601										Sp34_40186400.t1			
OG0036602										Sp34_40189300.t1			
OG0036603										Sp34_40190010.t1			
OG0036604										Sp34_40190800.t1			
OG0036605										Sp34_40191700.t1			
OG0036606										Sp34_40194300.t1			
OG0036607										Sp34_40195600.t1			
OG0036608										Sp34_40196100.t1			
OG0036609										Sp34_40196200.t1			
OG0036610										Sp34_40201900.t1			
OG0036611										Sp34_40205100.t1			
OG0036612										Sp34_40208000.t1			
OG0036613										Sp34_40208100.t1			
OG0036614										Sp34_40213220.t1			
OG0036615										Sp34_40213400.t1			
OG0036616										Sp34_40223400.t1			
OG0036617										Sp34_40225700.t1			
OG0036618										Sp34_40227900.t1			
OG0036619										Sp34_40229700.t1			
OG0036620										Sp34_40238800.t1			
OG0036621										Sp34_40239000.t1			
OG0036622										Sp34_40245100.t1			
OG0036623										Sp34_40247500.t1			
OG0036624										Sp34_40249400.t1			
OG0036625										Sp34_40250300.t1			
OG0036626										Sp34_40272900.t1			
OG0036627										Sp34_40274000.t1			
OG0036628										Sp34_40275000.t1			
OG0036629										Sp34_40275500.t1			
OG0036630										Sp34_40275700.t1			
OG0036631										Sp34_40276300.t1			
OG0036632										Sp34_40277600.t1			
OG0036633										Sp34_40278000.t1			
OG0036634										Sp34_40279000.t1			
OG0036635										Sp34_40280400.t1			
OG0036636										Sp34_40283000.t1			
OG0036637										Sp34_40286700.t1			
OG0036638										Sp34_40290710.t1			
OG0036639										Sp34_40291500.t1			
OG0036640										Sp34_40292300.t1			
OG0036641										Sp34_40293200.t1			
OG0036642										Sp34_40295700.t1			
OG0036643										Sp34_40305500.t1			
OG0036644										Sp34_40306300.t1			
OG0036645										Sp34_40307000.t1			
OG0036646										Sp34_40307200.t1			
OG0036647										Sp34_40312200.t1			
OG0036648										Sp34_40312300.t1			
OG0036649										Sp34_40312610.t1			
OG0036650										Sp34_40315200.t1			
OG0036651										Sp34_40316000.t1			
OG0036652										Sp34_40317900.t1			
OG0036653										Sp34_40318600.t1			
OG0036654										Sp34_40322200.t1			
OG0036655										Sp34_40322300.t1			
OG0036656										Sp34_40322500.t1			
OG0036657										Sp34_40324700.t1			
OG0036658										Sp34_40325400.t1			
OG0036659										Sp34_40325600.t1			
OG0036660										Sp34_40327300.t1			
OG0036661										Sp34_40327400.t1			
OG0036662										Sp34_40327910.t1			
OG0036663										Sp34_40329000.t1			
OG0036664										Sp34_40329600.t1			
OG0036665										Sp34_40332320.t1			
OG0036666										Sp34_40333400.t1			
OG0036667										Sp34_40337800.t1			
OG0036668										Sp34_40339200.t1			
OG0036669										Sp34_40340600.t1			
OG0036670										Sp34_40341200.t1			
OG0036671										Sp34_40342200.t1			
OG0036672										Sp34_40344400.t1			
OG0036673										Sp34_40344700.t1			
OG0036674										Sp34_40345300.t1			
OG0036675										Sp34_40345400.t1			
OG0036676										Sp34_40350700.t1			
OG0036677										Sp34_50003200.t1			
OG0036678										Sp34_50004000.t1			
OG0036679										Sp34_50009900.t1			
OG0036680										Sp34_50010310.t1			
OG0036681										Sp34_50010800.t1			
OG0036682										Sp34_50011800.t1			
OG0036683										Sp34_50012400.t1			
OG0036684										Sp34_50015400.t1			
OG0036685										Sp34_50016610.t1			
OG0036686										Sp34_50019500.t1			
OG0036687										Sp34_50020200.t1			
OG0036688										Sp34_50021100.t1			
OG0036689										Sp34_50023200.t1			
OG0036690										Sp34_50023900.t1			
OG0036691										Sp34_50024800.t1			
OG0036692										Sp34_50026500.t1			
OG0036693										Sp34_50027900.t1			
OG0036694										Sp34_50032800.t1			
OG0036695										Sp34_50034010.t1			
OG0036696										Sp34_50035500.t1			
OG0036697										Sp34_50036500.t1			
OG0036698										Sp34_50037800.t1			
OG0036699										Sp34_50040900.t1			
OG0036700										Sp34_50043510.t1			
OG0036701										Sp34_50043600.t1			
OG0036702										Sp34_50044000.t1			
OG0036703										Sp34_50044700.t1			
OG0036704										Sp34_50044900.t1			
OG0036705										Sp34_50045200.t1			
OG0036706										Sp34_50045400.t1			
OG0036707										Sp34_50047900.t1			
OG0036708										Sp34_50048010.t1			
OG0036709										Sp34_50048100.t1			
OG0036710										Sp34_50051700.t1			
OG0036711										Sp34_50052600.t1			
OG0036712										Sp34_50054200.t1			
OG0036713										Sp34_50054500.t1			
OG0036714										Sp34_50055400.t1			
OG0036715										Sp34_50057600.t1			
OG0036716										Sp34_50061200.t1			
OG0036717										Sp34_50063800.t1			
OG0036718										Sp34_50066300.t1			
OG0036719										Sp34_50067100.t1			
OG0036720										Sp34_50071100.t1			
OG0036721										Sp34_50072100.t1			
OG0036722										Sp34_50072800.t1			
OG0036723										Sp34_50072920.t1			
OG0036724										Sp34_50077900.t1			
OG0036725										Sp34_50078610.t1			
OG0036726										Sp34_50078700.t1			
OG0036727										Sp34_50086800.t1			
OG0036728										Sp34_50089200.t1			
OG0036729										Sp34_50092200.t1			
OG0036730										Sp34_50095100.t1			
OG0036731										Sp34_50096300.t1			
OG0036732										Sp34_50097000.t1			
OG0036733										Sp34_50098500.t1			
OG0036734										Sp34_50100400.t1			
OG0036735										Sp34_50102220.t1			
OG0036736										Sp34_50105500.t1			
OG0036737										Sp34_50111900.t1			
OG0036738										Sp34_50112800.t1			
OG0036739										Sp34_50113200.t1			
OG0036740										Sp34_50118500.t1			
OG0036741										Sp34_50123400.t1			
OG0036742										Sp34_50124500.t1			
OG0036743										Sp34_50124600.t1			
OG0036744										Sp34_50125500.t1			
OG0036745										Sp34_50125600.t1			
OG0036746										Sp34_50126900.t1			
OG0036747										Sp34_50129300.t1			
OG0036748										Sp34_50130300.t1			
OG0036749										Sp34_50132000.t1			
OG0036750										Sp34_50133900.t1			
OG0036751										Sp34_50138200.t1			
OG0036752										Sp34_50138600.t1			
OG0036753										Sp34_50144500.t1			
OG0036754										Sp34_50145800.t1			
OG0036755										Sp34_50145900.t1			
OG0036756										Sp34_50147500.t1			
OG0036757										Sp34_50150200.t1			
OG0036758										Sp34_50150710.t1			
OG0036759										Sp34_50152500.t1			
OG0036760										Sp34_50154100.t1			
OG0036761										Sp34_50157120.t1			
OG0036762										Sp34_50158520.t1			
OG0036763										Sp34_50162600.t1			
OG0036764										Sp34_50164900.t1			
OG0036765										Sp34_50178900.t1			
OG0036766										Sp34_50180600.t1			
OG0036767										Sp34_50185600.t1			
OG0036768										Sp34_50186500.t1			
OG0036769										Sp34_50189400.t1			
OG0036770										Sp34_50190000.t1			
OG0036771										Sp34_50191300.t1			
OG0036772										Sp34_50193300.t1			
OG0036773										Sp34_50193400.t1			
OG0036774										Sp34_50199330.t1			
OG0036775										Sp34_50203200.t1			
OG0036776										Sp34_50207900.t1			
OG0036777										Sp34_50209600.t1			
OG0036778										Sp34_50210600.t1			
OG0036779										Sp34_50211500.t1			
OG0036780										Sp34_50216600.t1			
OG0036781										Sp34_50219100.t1			
OG0036782										Sp34_50220210.t1			
OG0036783										Sp34_50221000.t1			
OG0036784										Sp34_50221200.t1			
OG0036785										Sp34_50223500.t1			
OG0036786										Sp34_50228200.t1			
OG0036787										Sp34_50228600.t1			
OG0036788										Sp34_50233900.t1			
OG0036789										Sp34_50235700.t1			
OG0036790										Sp34_50236500.t1			
OG0036791										Sp34_50237700.t1			
OG0036792										Sp34_50239000.t1			
OG0036793										Sp34_50241600.t1			
OG0036794										Sp34_50244300.t1			
OG0036795										Sp34_50245400.t1			
OG0036796										Sp34_50249500.t1			
OG0036797										Sp34_50254000.t1			
OG0036798										Sp34_50254300.t1			
OG0036799										Sp34_50255400.t1			
OG0036800										Sp34_50257200.t1			
OG0036801										Sp34_50257310.t1			
OG0036802										Sp34_50257500.t1			
OG0036803										Sp34_50258100.t1			
OG0036804										Sp34_50260100.t1			
OG0036805										Sp34_50262500.t1			
OG0036806										Sp34_50266300.t1			
OG0036807										Sp34_50266500.t1			
OG0036808										Sp34_50268800.t1			
OG0036809										Sp34_50273800.t1			
OG0036810										Sp34_50281100.t1			
OG0036811										Sp34_50284110.t1			
OG0036812										Sp34_50288000.t1			
OG0036813										Sp34_50289700.t1			
OG0036814										Sp34_50290900.t1			
OG0036815										Sp34_50293400.t1			
OG0036816										Sp34_50294300.t1			
OG0036817										Sp34_50296900.t1			
OG0036818										Sp34_50297400.t1			
OG0036819										Sp34_50297500.t1			
OG0036820										Sp34_50298900.t1			
OG0036821										Sp34_50299000.t1			
OG0036822										Sp34_50301200.t1			
OG0036823										Sp34_50307000.t1			
OG0036824										Sp34_50307300.t1			
OG0036825										Sp34_50307410.t1			
OG0036826										Sp34_50309020.t1			
OG0036827										Sp34_50314800.t1			
OG0036828										Sp34_50315200.t1			
OG0036829										Sp34_50317900.t1			
OG0036830										Sp34_50318800.t1			
OG0036831										Sp34_50319600.t1			
OG0036832										Sp34_50323400.t1			
OG0036833										Sp34_50324900.t1			
OG0036834										Sp34_50326400.t1			
OG0036835										Sp34_50328100.t1			
OG0036836										Sp34_50330500.t1			
OG0036837										Sp34_50333300.t1			
OG0036838										Sp34_50335900.t1			
OG0036839										Sp34_50336600.t1			
OG0036840										Sp34_50337900.t1			
OG0036841										Sp34_50338800.t1			
OG0036842										Sp34_50338900.t1			
OG0036843										Sp34_50339800.t1			
OG0036844										Sp34_50340700.t1			
OG0036845										Sp34_50340800.t1			
OG0036846										Sp34_50341100.t1			
OG0036847										Sp34_50342700.t1			
OG0036848										Sp34_50345400.t1			
OG0036849										Sp34_50346800.t1			
OG0036850										Sp34_50346900.t1			
OG0036851										Sp34_50347000.t1			
OG0036852										Sp34_50347300.t1			
OG0036853										Sp34_50348620.t1			
OG0036854										Sp34_50349100.t1			
OG0036855										Sp34_50350000.t1			
OG0036856										Sp34_50350100.t1			
OG0036857										Sp34_50350400.t1			
OG0036858										Sp34_50354000.t1			
OG0036859										Sp34_50354100.t1			
OG0036860										Sp34_50363200.t1			
OG0036861										Sp34_50363810.t1			
OG0036862										Sp34_50364300.t1			
OG0036863										Sp34_50365400.t1			
OG0036864										Sp34_50366100.t1			
OG0036865										Sp34_50366300.t1			
OG0036866										Sp34_50367300.t1			
OG0036867										Sp34_50368100.t1			
OG0036868										Sp34_50368600.t1			
OG0036869										Sp34_50369300.t1			
OG0036870										Sp34_50370120.t1			
OG0036871										Sp34_50370700.t1			
OG0036872										Sp34_50375100.t1			
OG0036873										Sp34_50376600.t1			
OG0036874										Sp34_50376700.t1			
OG0036875										Sp34_50376800.t1			
OG0036876										Sp34_50377800.t1			
OG0036877										Sp34_50379500.t1			
OG0036878										Sp34_50381000.t1			
OG0036879										Sp34_50381810.t1			
OG0036880										Sp34_50381900.t1			
OG0036881										Sp34_50386200.t1			
OG0036882										Sp34_50386600.t1			
OG0036883										Sp34_50391100.t1			
OG0036884										Sp34_50391400.t1			
OG0036885										Sp34_50391700.t1			
OG0036886										Sp34_50392300.t1			
OG0036887										Sp34_50392800.t1			
OG0036888										Sp34_50392900.t1			
OG0036889										Sp34_50396300.t1			
OG0036890										Sp34_50397500.t1			
OG0036891										Sp34_50398200.t1			
OG0036892										Sp34_50398400.t1			
OG0036893										Sp34_50403100.t1			
OG0036894										Sp34_50403700.t1			
OG0036895										Sp34_50406800.t1			
OG0036896										Sp34_50410800.t1			
OG0036897										Sp34_50411600.t1			
OG0036898										Sp34_50412300.t1			
OG0036899										Sp34_50412700.t1			
OG0036900										Sp34_50414100.t1			
OG0036901										Sp34_50416500.t1			
OG0036902										Sp34_50417200.t1			
OG0036903										Sp34_50418200.t1			
OG0036904										Sp34_50418710.t1			
OG0036905										Sp34_50418900.t1			
OG0036906										Sp34_50419400.t1			
OG0036907										Sp34_50420200.t1			
OG0036908										Sp34_50421100.t1			
OG0036909										Sp34_50422620.t1			
OG0036910										Sp34_50423510.t1			
OG0036911										Sp34_50427200.t1			
OG0036912										Sp34_50428110.t1			
OG0036913										Sp34_X0001210.t1			
OG0036914										Sp34_X0001600.t1			
OG0036915										Sp34_X0002000.t1			
OG0036916										Sp34_X0002110.t1			
OG0036917										Sp34_X0002200.t1			
OG0036918										Sp34_X0002600.t1			
OG0036919										Sp34_X0003500.t1			
OG0036920										Sp34_X0003600.t1			
